# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May  6 10:43:37 2020
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN pl_disc:        Year of Discovery
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_pelink:      Link to Exoplanet Encyclopaedia
# COLUMN pl_edelink:     Link to Exoplanet Data Explorer
#
pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,st_dist,st_teff,pl_disc,pl_facility,pl_pelink,pl_edelink
GJ 1061 c,Radial Velocity,3,6.68900000,0.035000,0.290000,,0.00547,,3.67,2953.00,2020,La Silla Observatory,http://exoplanet.eu/catalog/gj_1061_c/,
GJ 1061 d,Radial Velocity,3,13.03100000,0.054000,0.530000,,0.00516,,3.67,2953.00,2020,La Silla Observatory,http://exoplanet.eu/catalog/gj_1061_d/,
GJ 1132 b,Transit,2,1.62893100,0.015300,0.220000,,0.00522,,12.62,3270.00,2015,Cerro Tololo Inter-American Observatory,http://exoplanet.eu/catalog/gj_1132_b/,
GJ 1132 c,Radial Velocity,2,8.92900000,0.047600,0.270000,,0.00831,,12.62,3270.00,2018,La Silla Observatory,http://exoplanet.eu/catalog/gj_1132_c/,
GJ 1148 b,Radial Velocity,2,41.38000000,0.166000,0.380000,,0.30425,,11.02,3264.00,2010,W. M. Keck Observatory,http://exoplanet.eu/catalog/hip_57050_b/,http://exoplanets.org/detail/HIP_57050_b
GJ 1148 c,Radial Velocity,2,532.58000000,0.912000,0.342000,,0.21414,,11.02,3264.00,2017,Calar Alto Observatory,,
GJ 1214 b,Transit,1,1.58040456,0.014110,,88.170,0.01970,0.254,14.65,3026.00,2009,MEarth Project,http://exoplanet.eu/catalog/gj_1214_b/,http://exoplanets.org/detail/GJ_1214_b
GJ 1252 b,Transit,1,0.51823490,0.009160,0.000000,85.000,0.00658,0.106,20.38,3458.00,2020,Transiting Exoplanet Survey Satellite (TESS),http://exoplanet.eu/catalog/gj_1252_b/,
GJ 1265 b,Radial Velocity,1,3.65110000,0.026000,0.040000,,0.02328,,10.26,3236.00,2018,Calar Alto Observatory,http://exoplanet.eu/catalog/gj_1265_b/,
GJ 143 b,Transit,2,35.61253000,0.191500,0.188000,89.330,0.07142,0.233,16.33,4640.00,2019,Transiting Exoplanet Survey Satellite (TESS),http://exoplanet.eu/catalog/gj_143_b/,
GJ 15 A b,Radial Velocity,2,11.44070000,0.072000,0.094000,,0.00953,,3.56,3607.00,2014,W. M. Keck Observatory,http://exoplanet.eu/catalog/gj_15a_b/,
GJ 15 A c,Radial Velocity,2,7600.00000000,5.400000,0.270000,,0.11327,,3.56,3607.00,2018,Roque de los Muchachos Observatory,,
GJ 160.2 b,Radial Velocity,1,5.23540000,0.053000,0.060000,,0.03209,,25.88,4347.00,2014,Multiple Observatories,http://exoplanet.eu/catalog/gj_160.2_b/,
GJ 163 b,Radial Velocity,3,8.63182000,0.060700,0.073000,,0.03335,,15.14,3500.00,2013,La Silla Observatory,http://exoplanet.eu/catalog/gj_163_b/,http://exoplanets.org/detail/GJ_163_b
GJ 163 c,Radial Velocity,3,25.63058000,0.125400,0.099000,,0.02140,,15.14,3500.00,2013,La Silla Observatory,http://exoplanet.eu/catalog/gj_163_c/,http://exoplanets.org/detail/GJ_163_c
GJ 163 d,Radial Velocity,3,603.95116000,1.030400,0.373000,,0.09250,,15.14,3500.00,2013,La Silla Observatory,http://exoplanet.eu/catalog/gj_163_d/,http://exoplanets.org/detail/GJ_163_d
GJ 179 b,Radial Velocity,1,2288.00000000,2.410000,0.210000,,0.82000,,12.36,3370.00,2009,W. M. Keck Observatory,http://exoplanet.eu/catalog/gj_179_b/,http://exoplanets.org/detail/GJ_179_b
GJ 180 b,Radial Velocity,3,17.13300000,0.092000,0.070000,,0.02042,,11.94,,2014,Multiple Observatories,http://exoplanet.eu/catalog/gj_180_b/,
GJ 180 c,Radial Velocity,3,24.32900000,0.129000,0.090000,,0.02014,,11.94,,2014,Multiple Observatories,http://exoplanet.eu/catalog/gj_180_c/,
GJ 180 d,Radial Velocity,3,106.30000000,0.309000,0.140000,,0.02379,,11.94,,2020,Multiple Facilities,http://exoplanet.eu/catalog/gj_180_d/,
GJ 229 A c,Radial Velocity,2,121.99500000,0.339000,0.190000,,0.02287,,5.76,,2020,Multiple Facilities,http://exoplanet.eu/catalog/gj_229_a_c/,
GJ 229 b,Radial Velocity,2,526.11500000,0.898000,0.100000,,0.02667,,5.76,,2014,Multiple Observatories,http://exoplanet.eu/catalog/gj_229_a_b/,
GJ 27.1 b,Radial Velocity,1,15.81900000,0.101000,0.080000,,0.04090,,23.62,3542.00,2014,Multiple Observatories,http://exoplanet.eu/catalog/gj_27.1_b/,
GJ 273 b,Radial Velocity,2,18.64980000,0.091101,0.100000,,0.00909,,3.80,3382.00,2017,La Silla Observatory,http://exoplanet.eu/catalog/gj_273_b/,
GJ 273 c,Radial Velocity,2,4.72340000,0.036467,0.170000,,0.00371,,3.80,3382.00,2017,La Silla Observatory,http://exoplanet.eu/catalog/gj_273_c/,
GJ 3021 b,Radial Velocity,1,133.71000000,0.490000,0.511000,,3.37000,,17.56,5540.00,2000,La Silla Observatory,http://exoplanet.eu/catalog/gj_3021_b/,http://exoplanets.org/detail/HD_1237_b
GJ 3082 b,Radial Velocity,1,11.94900000,0.079000,0.220000,,0.02580,,16.63,,2020,Multiple Facilities,http://exoplanet.eu/catalog/gj_3082_b/,
GJ 3138 b,Radial Velocity,3,1.22003000,0.019700,0.190000,,0.00560,,28.49,3717.00,2017,La Silla Observatory,http://exoplanet.eu/catalog/gj_3138_b/,
GJ 3138 c,Radial Velocity,3,5.97400000,0.057000,0.110000,,0.01315,,28.49,3717.00,2017,La Silla Observatory,http://exoplanet.eu/catalog/gj_3138_c/,
GJ 3138 d,Radial Velocity,3,257.80000000,0.698000,0.320000,,0.03304,,28.49,3717.00,2017,La Silla Observatory,http://exoplanet.eu/catalog/gj_3138_d/,
GJ 317 b,Radial Velocity,2,692.00000000,1.150000,0.110000,45.000,2.50000,,15.10,3510.00,2007,W. M. Keck Observatory,http://exoplanet.eu/catalog/gj_317_b/,http://exoplanets.org/detail/GJ_317_b
GJ 317 c,Radial Velocity,2,5312.00000000,,0.308000,,1.54000,,15.10,3510.00,2018,W. M. Keck Observatory,http://exoplanet.eu/catalog/gj_317_c/,
GJ 328 b,Radial Velocity,1,4100.00000000,4.500000,0.370000,,2.30000,,20.54,3900.00,2013,McDonald Observatory,http://exoplanet.eu/catalog/gj_328_b/,http://exoplanets.org/detail/GJ_328_b
GJ 3293 b,Radial Velocity,4,30.59870000,0.143390,0.060000,,0.07406,,20.20,3466.00,2015,La Silla Observatory,http://exoplanet.eu/catalog/gj_3293_b/,http://exoplanets.org/detail/GJ_3293_b
GJ 3293 c,Radial Velocity,4,122.61960000,0.361750,0.110000,,0.06636,,20.20,3466.00,2015,La Silla Observatory,http://exoplanet.eu/catalog/gj_3293_d/,http://exoplanets.org/detail/GJ_3293_c
GJ 3293 d,Radial Velocity,4,48.13450000,0.193940,0.120000,,0.02391,,20.20,3466.00,2017,La Silla Observatory,http://exoplanet.eu/catalog/gj_3293_d/,
GJ 3293 e,Radial Velocity,4,13.25430000,0.082080,0.210000,,0.01032,,20.20,3466.00,2017,La Silla Observatory,http://exoplanet.eu/catalog/gj_3293_e/,
GJ 3323 b,Radial Velocity,2,5.36360000,0.032820,0.230000,,0.00636,,5.32,3159.00,2017,La Silla Observatory,http://exoplanet.eu/catalog/gj_3323_b/,
GJ 3323 c,Radial Velocity,2,40.54000000,0.126400,0.170000,,0.00727,,5.32,3159.00,2017,La Silla Observatory,http://exoplanet.eu/catalog/gj_3323_c/,
GJ 3341 b,Radial Velocity,1,14.20700000,0.089000,0.310000,,0.02080,,23.16,3526.00,2015,La Silla Observatory,http://exoplanet.eu/catalog/gj_3341_b/,http://exoplanets.org/detail/GJ_3341_b
GJ 3470 b,Radial Velocity,1,3.33664960,0.035500,,89.130,0.04373,0.408,29.45,3600.00,2012,La Silla Observatory,http://exoplanet.eu/catalog/gj_3470_b/,http://exoplanets.org/detail/GJ_3470_b
GJ 3512 b,Radial Velocity,1,203.59000000,0.338000,0.435600,,0.46300,,9.49,3081.00,2019,Calar Alto Observatory,http://exoplanet.eu/catalog/gj_3512_b/,
GJ 357 b,Transit,3,3.93072000,0.035000,,89.120,0.00579,0.109,9.44,3505.00,2019,Transiting Exoplanet Survey Satellite (TESS),http://exoplanet.eu/catalog/gj_357_b/,
GJ 357 c,Radial Velocity,3,9.12470000,0.061000,,,0.01070,,9.44,3505.00,2019,Multiple Observatories,http://exoplanet.eu/catalog/gj_357_c/,
GJ 357 d,Radial Velocity,3,55.66100000,0.204000,,,0.01919,,9.44,3505.00,2019,Multiple Observatories,http://exoplanet.eu/catalog/gj_357_d/,
GJ 3634 b,Radial Velocity,1,2.64561000,0.028700,0.080000,59.000,0.02600,,19.80,,2010,La Silla Observatory,http://exoplanet.eu/catalog/gj_3634_b/,http://exoplanets.org/detail/GJ_3634_b
GJ 3779 b,Radial Velocity,1,3.02320000,0.026000,0.070000,,0.02517,,13.75,3324.00,2018,Calar Alto Observatory,http://exoplanet.eu/catalog/gj_3779_b/,
GJ 3942 b,Radial Velocity,1,6.90500000,0.060800,0.121000,,0.02246,,16.94,3867.00,2017,Roque de los Muchachos Observatory,http://exoplanet.eu/catalog/gj_3942_b/,
GJ 3998 b,Radial Velocity,2,2.64977000,0.029000,0.000000,,0.00777,,18.16,3722.00,2016,Roque de los Muchachos Observatory,http://exoplanet.eu/catalog/gj_3998_b/,
GJ 3998 c,Radial Velocity,2,13.74000000,0.089000,0.049000,,0.01970,,18.16,3722.00,2016,Roque de los Muchachos Observatory,http://exoplanet.eu/catalog/gj_3998_c/,
GJ 411 b,Radial Velocity,1,12.95320000,0.078500,0.220000,,0.00941,,2.55,3563.00,2019,Haute-Provence Observatory,,
GJ 422 b,Radial Velocity,1,20.12900000,0.111000,0.110000,,0.03483,,12.67,,2014,Multiple Observatories,http://exoplanet.eu/catalog/gj_422_b/,
GJ 4276 b,Radial Velocity,1,13.35200000,0.082000,0.370000,,0.05213,,21.35,3387.00,2019,Calar Alto Observatory,,
GJ 433 b,Radial Velocity,3,7.37050000,0.062000,0.040000,,0.01901,,9.07,,2011,La Silla Observatory,http://exoplanet.eu/catalog/gj_433_b/,http://exoplanets.org/detail/GJ_433_b
GJ 433 c,Radial Velocity,3,5094.10500000,4.819000,0.120000,,0.10201,,9.07,,2014,Multiple Observatories,http://exoplanet.eu/catalog/gj_433_c/,
GJ 433 d,Radial Velocity,3,36.05900000,0.178000,0.070000,,0.01643,,9.07,,2020,Multiple Facilities,http://exoplanet.eu/catalog/gj_433_d/,
GJ 436 b,Radial Velocity,1,2.64388312,0.029100,0.138270,86.440,0.07000,0.372,9.76,,2004,W. M. Keck Observatory,http://exoplanet.eu/catalog/gj_436_b/,http://exoplanets.org/detail/GJ_436_b
GJ 504 b,Imaging,1,,43.500000,,,4.00000,,17.54,6234.00,2013,Subaru Telescope,http://exoplanet.eu/catalog/gj_504_b/,http://exoplanets.org/detail/GJ_504_b
GJ 536 b,Radial Velocity,1,8.70760000,0.066610,0.080000,,0.01686,,10.41,3685.00,2016,La Silla Observatory,http://exoplanet.eu/catalog/gj_536_b/,
GJ 581 b,Radial Velocity,3,5.36860000,0.040610,0.000000,,0.04970,,6.30,,2005,La Silla Observatory,http://exoplanet.eu/catalog/gj_581_b/,http://exoplanets.org/detail/GJ_581_b
GJ 581 c,Radial Velocity,3,12.91400000,0.072100,0.000000,,0.01730,,6.30,,2007,La Silla Observatory,http://exoplanet.eu/catalog/gj_581_c/,http://exoplanets.org/detail/GJ_581_c
GJ 581 e,Radial Velocity,3,3.14900000,0.028150,0.000000,,0.00530,,6.30,,2009,La Silla Observatory,http://exoplanet.eu/catalog/gj_581_e/,http://exoplanets.org/detail/GJ_581_e
GJ 625 b,Radial Velocity,1,14.62800000,0.078361,0.130000,,0.00887,,6.49,3499.00,2017,Multiple Observatories,http://exoplanet.eu/catalog/gj_625_b/,
GJ 649 b,Radial Velocity,1,598.30000000,1.135000,0.300000,,0.32800,,10.38,3700.00,2009,W. M. Keck Observatory,http://exoplanet.eu/catalog/gj_649_b/,http://exoplanets.org/detail/GJ_649_b
GJ 667 C b,Radial Velocity,5,7.20040000,0.050500,0.130000,,0.01800,,6.80,3350.00,2011,La Silla Observatory,http://exoplanet.eu/catalog/gj_667_c_b/,http://exoplanets.org/detail/GJ_667_C_b
GJ 667 C c,Radial Velocity,5,28.14000000,0.125000,0.020000,,0.01200,,6.80,3350.00,2011,La Silla Observatory,http://exoplanet.eu/catalog/gj_667_c_c/,http://exoplanets.org/detail/GJ_667_C_c
GJ 667 C e,Radial Velocity,5,62.24000000,0.213000,0.020000,,0.00800,,6.80,3350.00,2013,La Silla Observatory,http://exoplanet.eu/catalog/gj_667_c_e/,
GJ 667 C f,Radial Velocity,5,39.02600000,0.156000,0.030000,,0.00800,,6.80,3350.00,2013,La Silla Observatory,http://exoplanet.eu/catalog/gj_667_c_f/,
GJ 667 C g,Radial Velocity,5,256.20000000,0.549000,0.080000,,0.01400,,6.80,3350.00,2013,La Silla Observatory,http://exoplanet.eu/catalog/gj_667_c_g/,
GJ 674 b,Radial Velocity,1,4.69380000,0.039000,0.200000,,0.03500,,4.55,3600.00,2007,La Silla Observatory,http://exoplanet.eu/catalog/gj_674_b/,http://exoplanets.org/detail/GJ_674_b
GJ 676 A b,Radial Velocity,4,1056.80005000,1.820000,0.330000,,4.96000,,16.03,3734.00,2010,La Silla Observatory,http://exoplanet.eu/catalog/gj_676_a_b/,http://exoplanets.org/detail/GJ_676_A_b
GJ 676 A c,Radial Velocity,4,7337.00000000,6.600000,,,6.80000,,16.03,3734.00,2016,Paranal Observatory,http://exoplanet.eu/catalog/gj_676_a_c/,
GJ 676 A d,Radial Velocity,4,3.60050000,,0.262000,,0.01400,,16.03,3734.00,2012,La Silla Observatory,http://exoplanet.eu/catalog/gj_676_a_d/,
GJ 676 A e,Radial Velocity,4,35.39000000,,0.125000,,0.02500,,16.03,3734.00,2012,La Silla Observatory,http://exoplanet.eu/catalog/gj_676_a_e/,
GJ 682 b,Radial Velocity,2,17.47800000,0.080000,0.080000,,0.01384,,5.01,3028.00,2014,Multiple Observatories,http://exoplanet.eu/catalog/gj_682_b/,
GJ 682 c,Radial Velocity,2,57.32000000,0.176000,0.100000,,0.02737,,5.01,3028.00,2014,Multiple Observatories,http://exoplanet.eu/catalog/gj_682_c/,
GJ 685 b,Radial Velocity,1,24.16000000,0.134400,0.000000,,0.02832,,14.32,3816.00,2019,Qatar,http://exoplanet.eu/catalog/gj_685_b/,
GJ 687 b,Radial Velocity,1,38.14000000,0.170000,0.040000,,0.06000,,4.55,3340.00,2014,Lick Observatory,http://exoplanet.eu/catalog/gj_687_b/,
GJ 832 b,Radial Velocity,2,3657.00000000,3.560000,0.080000,,0.68000,,4.97,3472.00,2008,Anglo-Australian Telescope,http://exoplanet.eu/catalog/gj_832_b/,http://exoplanets.org/detail/GJ_832_b
GJ 832 c,Radial Velocity,2,35.68000000,0.163000,0.180000,,0.01700,,4.97,3472.00,2014,Multiple Observatories,http://exoplanet.eu/catalog/gj_832_c/,
GJ 849 b,Radial Velocity,1,1882.00000000,2.350000,0.040000,,1.00000,,8.80,3241.00,2006,W. M. Keck Observatory,http://exoplanet.eu/catalog/gj_849_b/,http://exoplanets.org/detail/GJ_849_b
GJ 86 b,Radial Velocity,1,15.76491000,0.110000,0.040000,,4.42000,,10.79,5182.00,1999,La Silla Observatory,http://exoplanet.eu/catalog/gj_86_b/,http://exoplanets.org/detail/GJ_86_b
GJ 876 b,Radial Velocity,4,61.11660000,0.208317,0.032400,59.000,2.27560,,4.68,,1998,Multiple Observatories,http://exoplanet.eu/catalog/gj_876_b/,http://exoplanets.org/detail/GJ_876_b
GJ 876 c,Radial Velocity,4,30.08810000,0.129590,0.255910,59.000,0.71420,,4.68,,2000,Multiple Observatories,http://exoplanet.eu/catalog/gj_876_c/,http://exoplanets.org/detail/GJ_876_c
GJ 876 d,Radial Velocity,4,1.93778000,0.020807,0.207000,59.000,0.02100,,4.68,,2005,W. M. Keck Observatory,http://exoplanet.eu/catalog/gj_876_d/,http://exoplanets.org/detail/GJ_876_d
GJ 876 e,Radial Velocity,4,124.26000000,0.334300,0.055000,59.000,0.04600,,4.68,,2010,W. M. Keck Observatory,http://exoplanet.eu/catalog/gj_876_e/,http://exoplanets.org/detail/GJ_876_e
GJ 96 b,Radial Velocity,1,73.94000000,0.291000,0.440000,,0.06186,,11.94,3785.00,2018,Haute-Provence Observatory,http://exoplanet.eu/catalog/gj_96_b/,
GJ 9827 b,Transit,3,1.20898190,0.018800,0.000000,86.070,0.01545,0.141,29.69,4340.00,2017,K2,http://exoplanet.eu/catalog/gj_9827_b/,
GJ 9827 c,Transit,3,3.64809570,0.039250,0.000000,88.190,0.00264,0.111,29.69,4340.00,2017,K2,http://exoplanet.eu/catalog/gj_9827_c/,
GJ 9827 d,Transit,3,6.20146980,0.055910,0.000000,87.443,0.01271,0.180,29.69,4340.00,2017,K2,http://exoplanet.eu/catalog/gj_9827_d/,
GQ Lup b,Imaging,1,,100.000000,,,20.00000,3.000,151.82,,2004,Paranal Observatory,http://exoplanet.eu/catalog/gq_lup_b/,
GSC 06214-00210 b,Imaging,1,,320.000000,,,16.00000,,145.00,4200.00,2010,Palomar Observatory,http://exoplanet.eu/catalog/gsc_6214-210_b/,
GU Psc b,Imaging,1,,2000.000000,,,11.30000,1.265,48.00,,2014,Gemini Observatory,http://exoplanet.eu/catalog/gu_psc_b/,
Gl 378 b,Radial Velocity,1,3.82200000,0.039435,0.109000,,0.04097,,14.96,3879.00,2019,Haute-Provence Observatory,,
Gl 49 b,Radial Velocity,1,13.85080000,0.090500,0.363000,,0.01771,,9.86,3805.00,2019,Multiple Observatories,http://exoplanet.eu/catalog/gliese_49_b/,
Gl 686 b,Radial Velocity,1,15.53140000,0.091700,0.077000,,0.02089,,8.16,3663.00,2018,Roque de los Muchachos Observatory,http://exoplanet.eu/catalog/gl_686_b/,
HAT-P-1 b,Transit,1,4.46529976,0.055610,,85.634,0.52500,1.319,159.71,5980.00,2006,HATNet,http://exoplanet.eu/catalog/hat-p-1_b/,http://exoplanets.org/detail/HAT-P-1_b
HAT-P-11 b,Transit,2,4.88780244,0.052540,0.218000,,0.07362,0.389,37.81,4780.00,2008,HATNet,http://exoplanet.eu/catalog/hat-p-11_b/,http://exoplanets.org/detail/HAT-P-11_b
HAT-P-11 c,Radial Velocity,2,3407.00000000,4.130000,0.601000,,1.59519,,37.81,4780.00,2018,W. M. Keck Observatory,http://exoplanet.eu/catalog/hat-p-11_c/,
HAT-P-12 b,Transit,1,3.21305980,0.038400,0.000000,89.000,0.21100,0.959,142.50,4650.00,2009,HATNet,http://exoplanet.eu/catalog/hat-p-12_b/,http://exoplanets.org/detail/HAT-P-12_b
HAT-P-13 b,Transit,2,2.91625000,,0.013300,83.400,0.85100,1.272,214.00,5653.00,2009,HATNet,http://exoplanet.eu/catalog/hat-p-13_b/,http://exoplanets.org/detail/HAT-P-13_b
HAT-P-13 c,Radial Velocity,2,446.27000000,,0.661600,,14.28000,,214.00,5653.00,2009,W. M. Keck Observatory,http://exoplanet.eu/catalog/hat-p-13_c/,http://exoplanets.org/detail/HAT-P-13_c
HAT-P-14 b,Transit,1,4.62767000,,0.110000,83.500,3.44000,1.420,224.10,6600.00,2010,HATNet,http://exoplanet.eu/catalog/hat-p-14_b/,http://exoplanets.org/detail/HAT-P-14_b
HAT-P-15 b,Transit,1,10.86350000,,0.190000,89.100,1.94000,1.060,193.56,5568.00,2010,HATNet,http://exoplanet.eu/catalog/hat-p-15_b/,http://exoplanets.org/detail/HAT-P-15_b
HAT-P-16 b,Transit,1,2.77596000,0.041300,0.036000,86.600,4.19300,1.289,235.00,6158.00,2010,HATNet,http://exoplanet.eu/catalog/hat-p-16_b/,http://exoplanets.org/detail/HAT-P-16_b
HAT-P-17 b,Transit,2,10.33852000,,0.350000,89.200,0.58000,1.050,92.63,5246.00,2010,HATNet,http://exoplanet.eu/catalog/hat-p-17_b/,http://exoplanets.org/detail/HAT-P-17_b
HAT-P-17 c,Radial Velocity,2,5584.00000000,5.600000,0.390000,,3.40000,,92.63,5246.00,2010,W. M. Keck Observatory,http://exoplanet.eu/catalog/hat-p-17_c/,
HAT-P-18 b,Transit,1,5.50802300,0.055900,0.084000,88.800,0.19700,0.995,166.00,4803.00,2010,HATNet,http://exoplanet.eu/catalog/hat-p-18_b/,http://exoplanets.org/detail/HAT-P-18_b
HAT-P-19 b,Transit,1,4.00877800,0.046600,0.067000,88.200,0.29200,1.132,215.00,4990.00,2010,HATNet,http://exoplanet.eu/catalog/hat-p-19_b/,http://exoplanets.org/detail/HAT-P-19_b
HAT-P-2 b,Transit,1,5.63351580,0.068140,0.517200,,8.62000,,128.25,6380.00,2007,HATNet,http://exoplanet.eu/catalog/hat-p-2_b/,http://exoplanets.org/detail/HAT-P-2_b
HAT-P-20 b,Transit,1,2.87531700,0.036100,0.015000,86.800,7.24600,0.867,70.00,4595.00,2010,HATNet,http://exoplanet.eu/catalog/hat-p-20_b/,http://exoplanets.org/detail/HAT-P-20_b
HAT-P-21 b,Transit,1,4.12448000,,0.230000,87.200,4.87000,1.110,279.48,5588.00,2010,HATNet,http://exoplanet.eu/catalog/hat-p-21_b/,http://exoplanets.org/detail/HAT-P-21_b
HAT-P-22 b,Transit,1,3.21222000,,0.020000,86.900,2.47000,1.150,81.96,5302.00,2010,HATNet,http://exoplanet.eu/catalog/hat-p-22_b/,http://exoplanets.org/detail/HAT-P-22_b
HAT-P-23 b,Transit,1,1.21288000,,0.110000,85.100,1.34000,1.090,368.61,5905.00,2010,HATNet,http://exoplanet.eu/catalog/hat-p-23_b/,http://exoplanets.org/detail/HAT-P-23_b
HAT-P-24 b,Transit,1,3.35524000,,0.070000,88.600,0.75000,1.300,420.26,6373.00,2010,HATNet,http://exoplanet.eu/catalog/hat-p-24_b/,http://exoplanets.org/detail/HAT-P-24_b
HAT-P-25 b,Transit,1,3.65281514,0.046600,0.023000,88.220,0.56900,1.135,302.95,5519.00,2010,HATNet,http://exoplanet.eu/catalog/hat-p-25_b/,http://exoplanets.org/detail/HAT-P-25_b
HAT-P-26 b,Transit,1,4.23452000,,0.120000,88.600,0.07000,0.630,142.41,5079.00,2010,HATNet,http://exoplanet.eu/catalog/hat-p-26_b/,http://exoplanets.org/detail/HAT-P-26_b
HAT-P-27 b,Transit,1,3.03957700,0.040000,0.000000,85.000,0.62000,1.020,204.00,5300.00,2011,HATNet,http://exoplanet.eu/catalog/hat-p-27_b/,http://exoplanets.org/detail/HAT-P-27_b
HAT-P-28 b,Transit,1,3.25721500,0.043400,0.051000,88.000,0.62600,1.212,395.00,5680.00,2011,HATNet,http://exoplanet.eu/catalog/hat-p-28_b/,http://exoplanets.org/detail/HAT-P-28_b
HAT-P-29 b,Transit,1,5.72319000,,0.090000,87.100,0.88000,1.170,316.36,6087.00,2011,HATNet,http://exoplanet.eu/catalog/hat-p-29_b/,http://exoplanets.org/detail/HAT-P-29_b
HAT-P-3 b,Transit,1,2.89970000,,0.000000,87.240,0.65000,0.940,135.08,5185.00,2007,HATNet,http://exoplanet.eu/catalog/hat-p-3_b/,http://exoplanets.org/detail/HAT-P-3_b
HAT-P-30 b,Transit,1,2.81060000,,0.040000,83.600,0.83000,1.440,215.29,6304.00,2011,HATNet,http://exoplanet.eu/catalog/hat-p-30_b/,http://exoplanets.org/detail/HAT-P-30_b
HAT-P-31 b,Transit,1,5.00542000,,0.250000,87.100,2.27000,1.090,347.48,6065.00,2011,HATNet,http://exoplanet.eu/catalog/hat-p-31_b/,http://exoplanets.org/detail/HAT-P-31_b
HAT-P-32 b,Transit,1,2.15000820,0.033970,0.159000,88.980,0.68000,1.980,291.51,6001.00,2011,HATNet,http://exoplanet.eu/catalog/hat-p-32_b/,http://exoplanets.org/detail/HAT-P-32_b
HAT-P-33 b,Transit,1,3.47447000,,0.000000,87.200,0.92000,1.850,400.55,6446.00,2011,HATNet,http://exoplanet.eu/catalog/hat-p-33_b/,http://exoplanets.org/detail/HAT-P-33_b
HAT-P-34 b,Transit,1,5.45265400,0.067740,0.432000,87.100,3.33000,1.197,251.08,6442.00,2011,HATNet,http://exoplanet.eu/catalog/hat-p-34_b/,http://exoplanets.org/detail/HAT-P-34_b
HAT-P-35 b,Transit,1,3.64670600,0.049780,0.020000,87.300,1.05600,1.332,514.20,6096.00,2011,HATNet,http://exoplanet.eu/catalog/hat-p-35_b/,http://exoplanets.org/detail/HAT-P-35_b
HAT-P-36 b,Transit,1,1.32734683,0.024100,,87.130,1.84820,1.277,296.93,5620.00,2011,HATNet,http://exoplanet.eu/catalog/hat-p-36_b/,http://exoplanets.org/detail/HAT-P-36_b
HAT-P-37 b,Transit,1,2.79743600,0.037900,0.058000,86.900,1.16900,1.178,411.00,5500.00,2011,HATNet,http://exoplanet.eu/catalog/hat-p-37_b/,http://exoplanets.org/detail/HAT-P-37_b
HAT-P-38 b,Transit,1,4.64038200,0.052300,0.067000,88.300,0.26700,0.825,249.00,5330.00,2012,HATNet,http://exoplanet.eu/catalog/hat-p-38_b/,http://exoplanets.org/detail/HAT-P-38_b
HAT-P-39 b,Transit,1,3.54387000,0.050900,0.000000,87.000,0.59900,1.571,642.00,6430.00,2012,HATNet,http://exoplanet.eu/catalog/hat-p-39_b/,http://exoplanets.org/detail/HAT-P-39_b
HAT-P-4 b,Transit,1,3.05653600,0.044380,0.000000,89.910,0.67100,1.274,314.00,5860.00,2007,HATNet,http://exoplanet.eu/catalog/hat-p-4_b/,http://exoplanets.org/detail/HAT-P-4_b
HAT-P-40 b,Transit,1,4.45724000,,0.000000,88.300,0.48000,1.520,470.68,6080.00,2012,HATNet,http://exoplanet.eu/catalog/hat-p-40_b/,http://exoplanets.org/detail/HAT-P-40_b
HAT-P-41 b,Transit,1,2.69405000,,0.000000,87.700,1.19000,2.050,351.63,6390.00,2012,HATNet,http://exoplanet.eu/catalog/hat-p-41_b/,http://exoplanets.org/detail/HAT-P-41_b
HAT-P-42 b,Transit,1,4.64187800,0.057500,0.000000,85.900,1.04400,1.280,447.00,5743.00,2012,HATNet,http://exoplanet.eu/catalog/hat-p-42_b/,
HAT-P-43 b,Transit,1,3.33268700,0.044300,0.000000,88.700,0.66200,1.281,542.00,5645.00,2012,HATNet,http://exoplanet.eu/catalog/hat-p-43_b/,
HAT-P-44 b,Transit,2,4.30121900,0.050700,0.044000,89.100,0.35200,1.242,363.00,5295.00,2014,HATNet,http://exoplanet.eu/catalog/hat-p-44_b/,
HAT-P-44 c,Radial Velocity,2,872.20000000,1.752000,0.494000,,4.00000,,363.00,5295.00,2014,W. M. Keck Observatory,http://exoplanet.eu/catalog/hat-p-44_c/,
HAT-P-45 b,Transit,1,3.12899200,0.045200,0.049000,87.800,0.89200,1.426,305.00,6330.00,2014,HATNet,http://exoplanet.eu/catalog/hat-p-45_b/,
